listid,faction,id,ship,points,upgradecount,uselesscount,uselesscost,upgrade00,upgrade01,upgrade02,upgrade03,upgrade04,upgrade05,upgrade06,upgrade07,upgrade08,upgrade09,agility,hull,shields,attack,initiative,useless00,useless01,useless02,useless03,yasb
Brett#2,firstorder,lieutenantrivas,tiefofighter,33,2,1,1,munitionsfailsafe,primedthrusters,,,,,,,,,3,3,1,2,1,munitionsfailsafe,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z284X124W206W234W102Y265X178W108Y259X202WW76W240WY263XW206W&sn=Random%20Squad&obs=
Brett#2,firstorder,zetasquadronsurvivor,tiesffighter,44,3,1,8,agilegunner,passivesensors,biohexacryptcodes,,,,,,,,2,3,3,2,2,agilegunner,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z284X124W206W234W102Y265X178W108Y259X202WW76W240WY263XW206W&sn=Random%20Squad&obs=
brettness37#2,separatistalliance,haorchallprototype,vultureclassdroidfighter,35,3,1,7,grapplingstruts,protonrockets,afterburners,,,,,,,,2,3,0,2,1,protonrockets,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z358X228W116Y307XWW229Y279X311W208WY310X102W208W105Y309X224WWY310X209WW&sn=Random%20Squad&obs=
brittoncarr#2,separatistalliance,separatistbomber,hyenaclassdroidbomber,49,3,1,7,protonrockets,munitionsfailsafe,protontorpedoes,,,,,,,,2,5,0,2,3,protonrockets,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z354XW131Y327X136W102WW108WY309XWW105Y311X209WWY354X133W&sn=Random%20Squad&obs=
Bromak#2,galacticrepublic,tucker,v19torrentstarfighter,37,2,1,3,homingmissiles,targetingcomputer,,,,,,,,,2,5,0,2,2,targetingcomputer,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z319X100W249Y321X99W211Y364XW137WW86W6WWY320XW100W236Y317XW311W105&sn=Random%20Squad&obs=
Bromak#2,galacticrepublic,bluesquadronprotector,v19torrentstarfighter,33,2,1,1,homingmissiles,delayedfuses,,,,,,,,,2,5,0,2,3,delayedfuses,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z319X100W249Y321X99W211Y364XW137WW86W6WWY320XW100W236Y317XW311W105&sn=Random%20Squad&obs=
bulegar#2,resistance,rey,scavengedyt1300,85,4,1,7,freelanceslicer,paigetico,hullupgrade,reysmillenniumfalcon,,,,,,,1,9,3,3,5,paigetico,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z244XWWW30W189WW164W193Y239X122W124W99WY380XWWWW165WY380XWWWWW&sn=Random%20Squad&obs=
BuzzBox#2,scumandvillainy,moraloeval,yv666lightfreighter,76,2,1,4,cadbane,concussionmissiles,,,,,,,,,1,9,3,3,4,cadbane,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z158X127W102WWY152XWW99W20WWWWWY159XWWY142XWW69WWY247XW&sn=Random%20Squad&obs=
B_Squidgy#2,rebelalliance,talasquadronpilot,z95af4headhunter,26,2,1,1,delayedfuses,crackshot,,,,,,,,,2,2,2,2,2,delayedfuses,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z18X234W101W99WW17WW235WY56X116WW236Y56XWWY56XWWY20XWW97WWWWW&sn=Random%20Squad&obs=
Cal#1,firstorder,lieutenantlehuse,tiesffighter,47,2,1,2,skilledbombardier,collisiondetector,,,,,,,,,2,3,3,2,5,skilledbombardier,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z282XWW194WW59W13W113WY397XWWW88W112WY382X131WW100W&sn=Random%20Squad&obs=
canyonero#2,resistance,r1j5,fireball,30,1,1,1,munitionsfailsafe,,,,,,,,,,2,6,0,2,1,munitionsfailsafe,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z352X198WW135W59W53W197WY389XW113WWWW86WWWY348X177WWY379XWWWW108W&sn=Random%20Squad&obs=
CaptainSebastian#2,resistance,zizitlo,rz2awing,56,3,1,6,protonrockets,outmaneuver,intimidation,,,,,,,,3,2,2,2,5,outmaneuver,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z387X126W122W102WY345X125W186W230WY347X178WWWWWWY252XWW109W175WW171W100&sn=Random%20Squad&obs=
casperionx#1,firstorder,tn3465,tiefofighter,35,2,1,1,munitionsfailsafe,targetingsynchronizer,,,,,,,,,3,3,1,2,2,munitionsfailsafe,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z281XW202W179W54W53W11W113WY261X177W108Y266XWWY268X318W&sn=Random%20Squad&obs=
casperionx#2,galacticempire,soontirfel,tieininterceptor,60,2,1,1,munitionsfailsafe,outmaneuver,,,,,,,,,3,3,0,3,6,munitionsfailsafe,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z167X111W10WW49W106WY183X127W30W14W166Y179X126W108W&sn=Random%20Squad&obs=
CatchySlim#2,scumandvillainy,moraloeval,yv666lightfreighter,80,5,1,1,autoblasters,seasonednavigator,munitionsfailsafe,swarmtactics,houndstooth,,,,,,1,9,3,3,4,munitionsfailsafe,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z135X115W106W311Y94X123W63W165Y152X132W232WW59WWWW108W150Y88XWWWWWW&sn=Random%20Squad&obs=
ChaosHat#1,firstorder,majorvonreg,tiebainterceptor,79,3,1,1,protonrockets,delayedfuses,squadleader,,,,,,,,3,2,2,3,6,delayedfuses,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z381X131WW102W236Y289X206WW183W194WW232W240WY261X202W247&sn=Random%20Squad&obs=
Chemical Jedi#1,rebelalliance,kylekatarn,hwk290lightfreighter,77,6,1,1,leiaorgana,proximitymines,munitionsfailsafe,shieldupgrade,lonewolf,moldycrow,,,,,2,3,3,2,3,munitionsfailsafe,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z48X124W70W46W108W165W156Y20XWWW76WWWWY14X74WY28XWWWWWW&sn=Random%20Squad&obs=
Chewels#2,galacticrepublic,oddball-btlbywing,btlbywing,72,4,1,7,r4p17,electroprotonbomb,hotshotgunner,debrisgambit,,,,,,,1,5,3,2,5,hotshotgunner,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z366X118WWW86W214W235WY322X126WW233W134Y364XW137WWWWW211Y321XW&sn=Random%20Squad&obs=
ChopsNZ#1,rebelalliance,hortonsalm,btla4ywing,44,2,1,2,skilledbombardier,ioncannonturret,,,,,,,,,1,6,2,2,4,skilledbombardier,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z78XW234W30W81W7WY22XW112WWW247Y26XW138WWWWW88&sn=Random%20Squad&obs=
ChopsNZ#2,galacticempire,imdaartestpilot,tiephphantom,48,2,1,2,skilledbombardier,passivesensors,,,,,,,,,2,3,2,3,3,skilledbombardier,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z396XW134W24WWWW317WW147Y202X240W88WY165XWW53WWW&sn=Random%20Squad&obs=
Chris Allen#2,separatistalliance,66,sithinfiltrator,94,7,1,8,heavylasercannon,perceptivecopilot,gnkgonkdroid,ionbombs,electronicbaffle,squadleader,scimitar,,,,1,6,4,3,3,perceptivecopilot,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z335X131W10WW54W32W317W106W216WY307X220WW229Y327XWWW236WY311XWW&sn=Random%20Squad&obs=
Chris Allen#2,separatistalliance,separatistbomber,hyenaclassdroidbomber,29,1,1,1,delayedfuses,,,,,,,,,,2,5,0,2,3,delayedfuses,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z335X131W10WW54W32W317W106W216WY307X220WW229Y327XWWW236WY311XWW&sn=Random%20Squad&obs=
Chris Langland#1,rebelalliance,lieutenantblount,z95af4headhunter,43,3,1,3,concussionmissiles,targetingcomputer,debrisgambit,,,,,,,,2,2,2,2,4,targetingcomputer,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z39X127W100W84WW164WWY55X118W99W249Y50XWW&sn=Random%20Squad&obs=
cmveas#1,galacticrepublic,oddball-btlbywing,btlbywing,49,1,1,5,saturationsalvo,,,,,,,,,,1,5,3,2,5,saturationsalvo,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z361X137W234W76W213WW109Y318X115W99W108Y332X125WWWY366X129WWWWWW&sn=Random%20Squad&obs=
copperblue74#1,galacticempire,blacksquadronscout,tieskstriker,36,2,1,1,delayedfuses,ruthless,,,,,,,,,2,4,0,3,3,delayedfuses,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z212X128WWW236Y164XW234WWW139W136WY182XWY207XWWWWWWWY184XWWW&sn=Random%20Squad&obs=
copperblue74#2,rebelalliance,dutchvander,btla4ywing,59,3,1,7,seismiccharges,hotshotgunner,plasmatorpedoes,,,,,,,,1,6,2,2,4,hotshotgunner,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z391XW111WW13W234WW313Y27XWW234WWW71W86Y75XWWWWWWY56XWW&sn=Random%20Squad&obs=
cornishpirate94#2,rebelalliance,bladesquadronveteran,asf01bwing,46,2,1,1,munitionsfailsafe,selfless,,,,,,,,,1,4,4,3,3,munitionsfailsafe,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z68XWW138W167Y49XWWWWY18X135WW100W90W44W317W235WY75X130WWWWW108W&sn=Random%20Squad&obs=
Coroidan#2,resistance,jarekyeager,fireball,51,5,1,5,r4astromech,cloakingdevice,homingmissiles,staticdischargevanes,marksmanship,,,,,,2,6,0,2,5,homingmissiles,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z377X125W100W5W91WW109WY388XW100W198Y240XWWWY378XWWWWWWY380XWWWWW&sn=Random%20Squad&obs=
Cory Noel#1,galacticrepublic,shadowsquadronveteran,btlbywing,61,5,1,1,r4astromech,agilegunner,delayedfuses,protontorpedoes,ioncannonturret,,,,,,1,5,3,2,3,delayedfuses,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z360XW138W136W76W5WW236Y332X117WWW135Y323X111W4WY316XWW108&sn=Random%20Squad&obs=
Cory Noel#1,galacticrepublic,oddball,v19torrentstarfighter,35,1,1,1,munitionsfailsafe,,,,,,,,,,2,5,0,2,5,munitionsfailsafe,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z360XW138W136W76W5WW236Y332X117WWW135Y323X111W4WY316XWW108&sn=Random%20Squad&obs=
cosmic#1,galacticrepublic,oddball,v19torrentstarfighter,42,2,1,3,clustermissiles,targetingcomputer,,,,,,,,,2,5,0,2,5,targetingcomputer,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z321XWY362XW137W135WW30W317W108Y316XW98W249Y364X119W137WW225WWWY320X124WW&sn=Random%20Squad&obs=
Cradossk#1,galacticrepublic,squadsevenveteran,arc170starfighter,77,6,1,1,r3astromech,gnkgonkdroid,seventhfleetgunner,delayedfuses,trickshot,advprotontorpedoes,,,,,1,6,3,3,3,delayedfuses,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z340X133W134W32W227W4W236Y341X134WWW214W166Y275XW2W201W&sn=Random%20Squad&obs=
Cropduster#2,scumandvillainy,hiredgun,btla4ywing,34,1,1,2,skilledbombardier,,,,,,,,,,1,6,2,2,2,skilledbombardier,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z144X125W137WWWW316W110W149WWY304X164Y82X116WWWW317WWWY87XWWW88WWWW&sn=Random%20Squad&obs=
Czarcasm#2,galacticrepublic,kickback,v19torrentstarfighter,37,2,1,1,munitionsfailsafe,elusive,,,,,,,,,2,5,0,2,4,munitionsfailsafe,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z331XW114WW134Y315X119WW108Y330XW213W134Y338X115WWW225WW&sn=Random%20Squad&obs=
DAG Ken#2,separatistalliance,feethanottrawautopilot,belbullab22starfighter,36,1,1,1,munitionsfailsafe,,,,,,,,,,2,3,2,3,1,munitionsfailsafe,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z307XW108WY326X234WW316WW237Y358XW131Y311X98WW236Y343X101WW105&sn=Random%20Squad&obs=
DAG Ken#2,separatistalliance,dfs081,vultureclassdroidfighter,32,2,1,1,clustermissiles,delayedfuses,,,,,,,,,2,3,0,2,3,delayedfuses,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z307XW108WY326X234WW316WW237Y358XW131Y311X98WW236Y343X101WW105&sn=Random%20Squad&obs=
Dale#1,galacticrepublic,squadsevenveteran,arc170starfighter,57,3,1,2,r4p17,skilledbombardier,advprotontorpedoes,,,,,,,,1,6,3,3,3,skilledbombardier,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z365X120WWWWW68WY273X75W5W201WY340XW134WW88W214W&sn=Random%20Squad&obs=
Dale#2,separatistalliance,dbs32c,hyenaclassdroidbomber,52,3,1,1,landingstruts,delayedfuses,advancedsensors,,,,,,,,2,5,0,2,3,delayedfuses,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z306XW239W164W229Y334X72WW134W30W219W69WWWY328X111WW236W237&sn=Random%20Squad&obs=
Dale_C#2,galacticrepublic,anakinskywalker-btlbywing,btlbywing,92,7,1,3,r5astromech,ionbombs,heightenedperception,hotshotgunner,targetingcomputer,iontorpedoes,dorsalturret,,,,1,5,3,2,6,targetingcomputer,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z365XW137W135W88W233W69W105Y359X72W137W135W86W6W317W249Y317X122WW&sn=Random%20Squad&obs=
Dangerman64#2,galacticempire,whisper,tiephphantom,59,1,1,2,skilledbombardier,,,,,,,,,,2,3,2,3,5,skilledbombardier,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z228X109Y162XWW134WW247W144W13Y199XWW88WY222XWY188XWWWWW&sn=Random%20Squad&obs=
DavinFelth#1,galacticempire,lieutenantkestal,tieagaggressor,54,5,1,1,hotshotgunner,concussionmissiles,ionmissiles,delayedfuses,ioncannonturret,,,,,,2,4,1,2,4,delayedfuses,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z181X115W164W165Y187XW138W99W101W86W236Y191XWWWWW69WWY207X119WWWWWWW&sn=Random%20Squad&obs=
DeDeKale#2,rebelalliance,k2so,ut60duwing,70,5,1,8,pivotwing,c3po,seasonednavigator,passivesensors,squadleader,,,,,,2,5,3,3,3,squadleader,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z390X131W240W18W59WW140Y16XY51XWWY75XW112WWW136WW&sn=Random%20Squad&obs=
Deering#2,galacticempire,deathfire,tiesabomber,34,1,1,2,skilledbombardier,,,,,,,,,,2,6,0,2,2,skilledbombardier,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z210XWW71W105Y206XWWW88WWWY215XWWWWW90WWWY190XWWWW&sn=Random%20Squad&obs=
Denicol#2,galacticempire,captainkagi,lambdaclasst4ashuttle,72,4,1,1,informant,darthvader,munitionsfailsafe,st321,,,,,,,1,6,4,3,4,munitionsfailsafe,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z188X127WW101WWWY165XWW37W26W108W162Y189XWW97WWWY203XWW102WWWWW&sn=Random%20Squad&obs=
Des Darklighter#1,galacticempire,mornakee,vt49decimator,85,3,1,3,seismiccharges,targetingcomputer,trickshot,,,,,,,,0,12,4,3,4,targetingcomputer,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z165XW11W15W26W165WY396X133WWWWWW71W249WY212XWWW&sn=Random%20Squad&obs=
Des Darklighter#2,galacticrepublic,wolffe,arc170starfighter,61,2,1,7,hotshotgunner,shieldupgrade,,,,,,,,,1,6,4,3,4,hotshotgunner,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z342XWWW86WW165Y365X123WW234WWWW108Y321XWY275X212WW200W&sn=Random%20Squad&obs=
Desco34_NES#2,firstorder,lieutenanttavson,upsilonclassshuttle,97,8,1,1,ioncannon,pettyofficerthanisson,captainphasma,novicetechnician,munitionsfailsafe,trajectorysimulator,biohexacryptcodes,targetingsynchronizer,,,1,6,6,4,3,munitionsfailsafe,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z289X202W177W194W183W53W11W114W108Y264X118WW249Y287XW186WW&sn=Random%20Squad&obs=
Desco34_NES#2,firstorder,static,tiefofighter,40,2,1,3,targetingcomputer,debrisgambit,,,,,,,,,3,3,1,2,4,targetingcomputer,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z289X202W177W194W183W53W11W114W108Y264X118WW249Y287XW186WW&sn=Random%20Squad&obs=
designflaw#1,resistance,bb8,resistancetransportpod,45,4,1,1,korrsella,munitionsfailsafe,squadleader,advancedoptics,,,,,,,2,3,1,2,3,munitionsfailsafe,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z295XW246W242W90WWWY349X131W186W245W108Y351XW177W232W135W231W243W312W&sn=Random%20Squad&obs=
designflaw#2,rebelalliance,ap5,sheathipedeclassshuttle,42,2,1,3,r2astromech,bazemalbus,,,,,,,,,2,4,1,2,1,bazemalbus,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z72XW17WW2WY64X134WWWWW236W88WY41XWWWWW&sn=Random%20Squad&obs=
dfoglein00#2,galacticempire,patrolleader,vt49decimator,94,6,1,2,novicetechnician,ministertua,clustermines,skilledbombardier,hullupgrade,dauntless,,,,,0,13,4,3,2,skilledbombardier,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z216XWW53W49W88W316W164W147Y199X122W113WWY186XWW&sn=Random%20Squad&obs=
direweasel#1,rebelalliance,cavernangelszealot,t65xwing,64,5,1,3,r2astromech,servomotorsfoils,deadmansswitch,targetingcomputer,protontorpedoes,,,,,,2,4,2,3,1,targetingcomputer,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z0X93W136W2W249W142Y18X135W100W311W77WW70W316WY55X130W99W166&sn=Random%20Squad&obs=
Doratakus#2,scumandvillainy,dalanoberos,m12lkimogilafighter,65,4,1,2,genius,inertialdampeners,tacticalscrambler,protontorpedoes,,,,,,,1,7,2,3,3,genius,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z102X134Y130XW136WW1W95W110Y157XWWW105Y159XWW108Y93XWW&sn=Random%20Squad&obs=
Doratakus#2,scumandvillainy,binayrepirate,z95af4headhunter,23,1,1,1,munitionsfailsafe,,,,,,,,,,2,2,2,2,1,munitionsfailsafe,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z102X134Y130XW136WW1W95W110Y157XWWW105Y159XWW108Y93XWW&sn=Random%20Squad&obs=
Dough#2,resistance,colossusstationmechanic,fireball,36,3,1,6,r4astromech,magpulsewarheads,kazsfireball,,,,,,,,2,6,0,2,2,magpulsewarheads,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z270X116WW311W198Y377X132WW190WWW215WY351X119W198WW135WW245W197WY380X311W5WWWW315&sn=Random%20Squad&obs=
Dragoon#1,separatistalliance,stalgasinhiveguard,nantexclassstarfighter,40,1,1,6,outmaneuver,,,,,,,,,,3,4,0,3,3,outmaneuver,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z305X228W239WW229Y353X126Y336X232W136WW218WWWWY310XWW&sn=Random%20Squad&obs=
drJamaha#1,galacticempire,tomaxbren,tiesabomber,73,7,1,3,connernets,ionbombs,fifthbrother,homingmissiles,targetingcomputer,ruthless,iontorpedoes,,,,2,6,0,2,5,targetingcomputer,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z205X128W135WW100W82W68W317W249Y207X126W134WWWWW317WY228X105Y206XW238WWW71WW105&sn=Random%20Squad&obs=
dsul413#1,firstorder,midnight,tiefofighter,49,2,1,1,munitionsfailsafe,targetingsynchronizer,,,,,,,,,3,3,1,2,6,munitionsfailsafe,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z384XW318W102WY233XW177W108Y285XWWWW114W165Y397XWWWWW&sn=Random%20Squad&obs=
Dudeseph_____#2,galacticrepublic,swoop,v19torrentstarfighter,32,1,1,1,munitionsfailsafe,,,,,,,,,,2,5,0,2,3,munitionsfailsafe,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z317XWW108Y333X116W112WWY280X136WW86WW249Y360XWW234WWWW&sn=Random%20Squad&obs=
Duff_N_Stuff#1,rebelalliance,evaanverlaine,btla4ywing,45,2,1,2,skilledbombardier,squadleader,,,,,,,,,1,6,2,2,3,skilledbombardier,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z28X131WWWWWW88Y21XW112WWWY71XWWWW167Y18XWWWWWWW&sn=Random%20Squad&obs=
duhtch#1,scumandvillainy,dacebonearm,hwk290lightfreighter,40,2,1,1,connernets,delayedfuses,,,,,,,,,2,3,2,2,4,delayedfuses,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z113XWW68WWW236WY83XW240WWWWWW151Y140XWWWWWY121XWWWWWY96X&sn=Random%20Squad&obs=
DurAlvar#1,galacticempire,gammasquadronace,tiesabomber,50,3,1,8,agilegunner,staticdischargevanes,iontorpedoes,,,,,,,,2,6,0,2,3,agilegunner,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z167X113W10W26WW164WY190XW97WWWY170XWWY207XW135WWW76WWW109&sn=Random%20Squad&obs=
eagleblackbelt1#2,scumandvillainy,guri,starviperclassattackplatform,75,2,1,3,targetingcomputer,virago,,,,,,,,,3,4,2,3,5,targetingcomputer,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z152X124W10W311W16WW83W95WW150Y141XWWWWY147XWWWW163W249&sn=Random%20Squad&obs=
enigmahfc#2,rebelalliance,leebo,yt2400lightfreighter,115,4,1,7,veteranturretgunner,feedbackarray,protonrockets,outrider,,,,,,,2,6,4,4,3,protonrockets,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z40X102W90WW157W94Y56X256W99W165Y48XWWW249WW&sn=Random%20Squad&obs=
enigmahfc#2,rebelalliance,kylekatarn,hwk290lightfreighter,37,1,1,3,targetingcomputer,,,,,,,,,,2,3,2,2,3,targetingcomputer,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z40X102W90WW157W94Y56X256W99W165Y48XWWW249WW&sn=Random%20Squad&obs=
Epyonic#1,resistance,hansolo-scavengedyt1300,scavengedyt1300,76,4,1,2,freelanceslicer,skilledbombardier,trickshot,reysmillenniumfalcon,,,,,,,1,8,3,3,6,skilledbombardier,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z245X133WWW30W88WWW193Y351X119W186W10WW230WW190WY348XW231W236Y345XWWW&sn=Random%20Squad&obs=
Epyonic#1,resistance,vimoradi,resistancetransportpod,33,2,1,1,kaydelconnix,delayedfuses,,,,,,,,,2,3,1,2,1,delayedfuses,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z245X133WWW30W88WWW193Y351X119W186W10WW230WW190WY348XW231W236Y345XWWW&sn=Random%20Squad&obs=
Epyonic#2,galacticempire,turrphennir,tieininterceptor,46,2,1,1,targetingcomputer,munitionsfailsafe,,,,,,,,,3,3,0,3,4,munitionsfailsafe,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z204X133WW98WWW67WWY180XW249W108Y395XWWWY203XW136WW311WWWW106&sn=Random%20Squad&obs=
Eruletho#1,galacticempire,gammasquadronace,tiesabomber,52,3,1,8,agilegunner,magpulsewarheads,squadleader,,,,,,,,2,6,0,2,3,agilegunner,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z216X234WW27WW76W71W109W147Y164XWW100W105W144WY207X131WW311WW76WWW&sn=Random%20Squad&obs=
Eruletho#2,galacticrepublic,jag,arc170starfighter,56,2,1,2,skilledbombardier,angleddeflectors,,,,,,,,,1,6,2,3,3,skilledbombardier,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z331X116W111W241W234Y339XWW88WW247Y322XWWWY316XWW&sn=Random%20Squad&obs=
EvanPaul#1,firstorder,lieutenanttavson,upsilonclassshuttle,76,2,1,1,kyloren,munitionsfailsafe,,,,,,,,,1,6,6,4,3,munitionsfailsafe,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z383XW202WW109Y283XW202WW102Y289XWWW179WWWW108&sn=Random%20Squad&obs=
EvanPaul#2,separatistalliance,petranakiarenaace,nantexclassstarfighter,51,2,1,6,juke,outmaneuver,,,,,,,,,3,4,0,3,4,outmaneuver,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z344X127WW164W229Y354X123W126Y344X127W222WWY328X114WW108W237&sn=Random%20Squad&obs=
EvanPaul#2,separatistalliance,dbs32c,hyenaclassdroidbomber,48,3,1,1,landingstruts,munitionsfailsafe,trajectorysimulator,,,,,,,,2,5,0,2,3,munitionsfailsafe,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z344X127WW164W229Y354X123W126Y344X127W222WWY328X114WW108W237&sn=Random%20Squad&obs=
ExAce#1,firstorder,holo,tiebainterceptor,65,3,1,1,delayedfuses,debrisgambit,targetingsynchronizer,,,,,,,,3,2,2,3,5,delayedfuses,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z382X118W177WW236Y383X118W206WWY381XWW99W165&sn=Random%20Squad&obs=
Farreg#1,rebelalliance,bluesquadronescort,t65xwing,43,2,1,3,servomotorsfoils,targetingcomputer,,,,,,,,,2,4,2,3,2,targetingcomputer,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z1XWW249W142Y0X92W134W0W166W142Y45XW76W35W19W107W166W154&sn=Random%20Squad&obs=
fivepoingOMG#1,resistance,resistancesympathizer,scavengedyt1300,80,4,1,7,paigetico,clustermissiles,staticdischargevanes,reysmillenniumfalcon,,,,,,,1,8,3,3,2,paigetico,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z295X98WWW189WW109W193Y378XW311W6WWW109W315Y379XWW94WWWY380XWWWWW&sn=Random%20Squad&obs=
fivepoingOMG#1,resistance,kazudaxiono,fireball,58,4,1,6,r5astromech,magpulsewarheads,staticdischargevanes,kazsfireball,,,,,,,2,6,0,2,4,magpulsewarheads,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z295X98WWW189WW109W193Y378XW311W6WWW109W315Y379XWW94WWWY380XWWWWW&sn=Random%20Squad&obs=
FlyingKiwi#2,resistance,logisticsdivisionpilot,resistancetransport,60,6,1,1,ioncannon,novicetechnician,tacticalofficer,delayedfuses,primedthrusters,advprotontorpedoes,,,,,1,5,3,2,1,delayedfuses,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z346X178W11W134W53W61WW236Y348X206W243WY378X115WWWWWW315Y295XWWWWWW&sn=Random%20Squad&obs=
FOXHOUND#1,firstorder,captainphasma,tiesffighter,47,2,1,1,munitionsfailsafe,juke,,,,,,,,,2,3,3,2,4,munitionsfailsafe,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z385X123WWWWW108Y285XW206WWWWY233X124W177WY286X178WW&sn=Random%20Squad&obs=
