name,rank,faction,id,ship,points,upgradecount,uselesscount,uselesscost,upgrade00,upgrade01,upgrade02,upgrade03,upgrade04,upgrade05,upgrade06,upgrade07,upgrade08,upgrade09,agility,hull,shields,attack,initiative,useless00,useless01,useless02,useless03
Crispus Knight,64,firstorder,scorch,tiefofighter,33,0,0,0,,,,,,,,,,,3,3,1,2,4,,,,
Crispus Knight,64,firstorder,lieutenanttavson,upsilonclassshuttle,70,1,0,0,generalhux,,,,,,,,,,1,6,6,4,3,,,,
Crispus Knight,64,firstorder,omegasquadronexpert,tiesffighter,48,2,0,0,trickshot,specialforcesgunner,,,,,,,,,2,3,3,2,3,,,,
Crispus Knight,64,firstorder,lieutenantlehuse,tiesffighter,49,1,0,0,specialforcesgunner,,,,,,,,,,2,3,3,2,5,,,,
Sara Tessem,64,separatistalliance,wattambor,belbullab22starfighter,54,3,0,0,marksmanship,tv94,soullessone,,,,,,,,2,5,2,3,3,,,,
Sara Tessem,64,separatistalliance,darthmaul,sithinfiltrator,69,1,0,0,scimitar,,,,,,,,,,1,6,4,3,5,,,,
Sara Tessem,64,separatistalliance,precisehunter,vultureclassdroidfighter,24,1,0,0,grapplingstruts,,,,,,,,,,2,3,0,2,3,,,,
Sara Tessem,64,separatistalliance,petranakiarenaace,nantexclassstarfighter,52,1,0,0,ensnare,,,,,,,,,,3,4,0,3,4,,,,
Michael Langley,64,galacticrepublic,jediknight,delta7aethersprite,50,2,0,0,supernaturalreflexes,r2c4,,,,,,,,,3,3,1,2,3,,,,
Michael Langley,64,galacticrepublic,jediknight,delta7aethersprite,55,2,0,0,delta7b,synchronizedconsole,,,,,,,,,2,3,3,3,3,,,,
Michael Langley,64,galacticrepublic,luminaraunduli,delta7aethersprite,50,2,0,0,r5astromech,calibratedlasertargeting,,,,,,,,,3,3,1,2,4,,,,
Michael Langley,64,galacticrepublic,padmeamidala,nabooroyaln1starfighter,45,0,0,0,,,,,,,,,,,2,3,2,2,4,,,,
Full-On,64,galacticempire,sabersquadronace,tieininterceptor,37,1,0,0,ruthless,,,,,,,,,,3,3,0,3,4,,,,
Full-On,64,galacticempire,sienarspecialist,tieagaggressor,36,2,0,0,protonrockets,dorsalturret,,,,,,,,,2,4,1,2,2,,,,
Full-On,64,galacticempire,scarifbasepilot,tiereaper,54,2,0,0,admiralsloane,staticdischargevanes,,,,,,,,,1,6,2,3,1,,,,
Full-On,64,galacticempire,seynmarana,tielnfighter,30,0,0,0,,,,,,,,,,,3,3,0,2,4,,,,
Full-On,64,galacticempire,tempestsquadronpilot,tieadvancedx1,42,1,0,0,magpulsewarheads,,,,,,,,,,3,3,2,2,2,,,,
Alex Raubach,64,separatistalliance,technounionbomber,hyenaclassdroidbomber,44,4,0,0,concussionmissiles,proximitymines,shieldupgrade,landingstruts,,,,,,,2,5,1,2,1,,,,
Alex Raubach,64,separatistalliance,wattambor,belbullab22starfighter,60,3,0,0,daredevil,kraken,soullessone,,,,,,,,2,5,2,3,3,,,,
Alex Raubach,64,separatistalliance,separatistbomber,hyenaclassdroidbomber,38,2,0,0,plasmatorpedoes,landingstruts,,,,,,,,,2,5,0,2,3,,,,
Alex Raubach,64,separatistalliance,skakoanace,belbullab22starfighter,38,0,0,0,,,,,,,,,,,2,3,2,3,3,,,,
Alex Raubach,64,separatistalliance,tradefederationdrone,vultureclassdroidfighter,19,0,0,0,,,,,,,,,,,2,3,0,2,1,,,,
William killerbeardhawk Haigwood,64,firstorder,lieutenanttavson,upsilonclassshuttle,76,3,0,0,novicetechnician,captainphasma,autoblasters,,,,,,,,1,6,6,4,3,,,,
William killerbeardhawk Haigwood,64,firstorder,null,tiefofighter,36,1,0,0,targetingsynchronizer,,,,,,,,,,3,3,1,2,0,,,,
William killerbeardhawk Haigwood,64,firstorder,lieutenantlehuse,tiesffighter,43,1,0,0,ionmissiles,,,,,,,,,,2,3,3,2,5,,,,
William killerbeardhawk Haigwood,64,firstorder,zetasquadronsurvivor,tiesffighter,42,1,0,0,specialforcesgunner,,,,,,,,,,2,3,3,2,2,,,,
Duhtch Cuthbert,64,galacticrepublic,saeseetiin,delta7aethersprite,58,2,0,0,r2astromech,afterburners,,,,,,,,,3,3,1,2,4,,,,
Duhtch Cuthbert,64,galacticrepublic,104thbattalionpilot,arc170starfighter,68,4,0,0,plasmatorpedoes,perceptivecopilot,veterantailgunner,r4p44,,,,,,,1,6,3,3,2,,,,
Duhtch Cuthbert,64,galacticrepublic,oddball-arc170starfighter,arc170starfighter,74,3,0,0,advprotontorpedoes,ahsokatano,r4p17,,,,,,,,1,6,3,3,5,,,,
Ben Doyle,64,separatistalliance,feethanottrawautopilot,belbullab22starfighter,35,0,0,0,,,,,,,,,,,2,3,2,3,1,,,,
Ben Doyle,64,separatistalliance,baktoidprototype,hyenaclassdroidbomber,37,3,0,0,passivesensors,clustermissiles,landingstruts,,,,,,,,2,5,0,2,1,,,,
Ben Doyle,64,separatistalliance,baktoidprototype,hyenaclassdroidbomber,37,2,0,0,passivesensors,concussionmissiles,,,,,,,,,2,5,0,2,1,,,,
Ben Doyle,64,separatistalliance,chertek,nantexclassstarfighter,41,1,0,0,predator,,,,,,,,,,3,4,0,3,4,,,,
Ben Doyle,64,separatistalliance,separatistbomber,hyenaclassdroidbomber,28,0,0,0,,,,,,,,,,,2,5,0,2,3,,,,
Ben Doyle,64,separatistalliance,separatistdrone,vultureclassdroidfighter,21,0,0,0,,,,,,,,,,,2,3,0,2,3,,,,
Bobby Ott,64,scumandvillainy,palobgodalhi,hwk290lightfreighter,62,2,0,0,l337,moldycrow,,,,,,,,,2,3,2,2,3,,,,
Bobby Ott,64,scumandvillainy,oldteroch,fangfighter,65,2,0,0,fearless,advprotontorpedoes,,,,,,,,,3,4,0,3,5,,,,
Bobby Ott,64,scumandvillainy,unkarplutt,quadrijettransferspacetug,33,1,0,0,freelanceslicer,,,,,,,,,,2,5,0,2,2,,,,
Bobby Ott,64,scumandvillainy,sarcoplank,quadrijettransferspacetug,40,1,0,0,clustermines,,,,,,,,,,2,5,0,2,2,,,,
Tom buis,64,scumandvillainy,constablezuvio,quadrijettransferspacetug,49,3,0,0,primedthrusters,informant,seismiccharges,,,,,,,,2,5,0,2,4,,,,
Tom buis,64,scumandvillainy,ig88a,aggressorassaultfighter,68,1,0,0,ig2000,,,,,,,,,,3,5,3,3,4,,,,
Tom buis,64,scumandvillainy,4lom,g1astarfighter,49,0,0,0,,,,,,,,,,,1,5,4,3,3,,,,
Tom buis,64,scumandvillainy,spicerunner,hwk290lightfreighter,33,1,0,0,ig88d,,,,,,,,,,2,3,2,2,1,,,,
Nic Harris,64,firstorder,firstorderprovocateur,tiebainterceptor,52,1,0,0,snapshot,,,,,,,,,,3,2,2,3,3,,,,
Nic Harris,64,firstorder,captainphasma,tiesffighter,48,3,0,0,biohexacryptcodes,concussionmissiles,firecontrolsystem,,,,,,,,2,3,3,2,4,,,,
Nic Harris,64,firstorder,sienarjaemusengineer,tievnsilencer,51,0,0,0,,,,,,,,,,,3,4,2,3,1,,,,
Nic Harris,64,firstorder,backdraft,tiesffighter,49,1,0,0,specialforcesgunner,,,,,,,,,,2,3,3,2,4,,,,
Blair Bunke,64,firstorder,longshot,tiefofighter,32,1,0,0,composure,,,,,,,,,,3,3,1,2,3,,,,
Blair Bunke,64,firstorder,lieutenantrivas,tiefofighter,27,0,0,0,,,,,,,,,,,3,3,1,2,1,,,,
Blair Bunke,64,firstorder,static,tiefofighter,33,0,0,0,,,,,,,,,,,3,3,1,2,4,,,,
Blair Bunke,64,firstorder,lieutenanttavson,upsilonclassshuttle,75,2,0,0,captainphasma,ioncannon,,,,,,,,,1,6,6,4,3,,,,
Blair Bunke,64,firstorder,scorch,tiefofighter,33,0,0,0,,,,,,,,,,,3,3,1,2,4,,,,
Harrison Sharp,64,scumandvillainy,blacksunsoldier,z95af4headhunter,31,2,0,0,marksmanship,concussionmissiles,,,,,,,,,2,2,2,2,3,,,,
Harrison Sharp,64,scumandvillainy,blacksunsoldier,z95af4headhunter,32,2,0,0,concussionmissiles,deadmansswitch,,,,,,,,,2,2,2,2,3,,,,
Harrison Sharp,64,scumandvillainy,spicerunner,hwk290lightfreighter,40,3,0,0,l337,seismiccharges,feedbackarray,,,,,,,,2,3,2,2,1,,,,
Harrison Sharp,64,scumandvillainy,binayrepirate,z95af4headhunter,22,0,0,0,,,,,,,,,,,2,2,2,2,1,,,,
Harrison Sharp,64,scumandvillainy,solsixxa,scurrgh6bomber,52,1,0,0,proximitymines,,,,,,,,,,1,6,4,3,3,,,,
Harrison Sharp,64,scumandvillainy,binayrepirate,z95af4headhunter,22,0,0,0,,,,,,,,,,,2,2,2,2,1,,,,
Brendan Desjarlais,64,scumandvillainy,kathscarlet,firesprayclasspatrolcraft,90,5,0,0,tractorbeam,ionmissiles,ig88d,ionbombs,deadmansswitch,,,,,,2,6,4,3,4,,,,
Brendan Desjarlais,64,scumandvillainy,serissu,m3ainterceptor,48,1,0,0,hullupgrade,,,,,,,,,,3,4,1,2,5,,,,
Brendan Desjarlais,64,scumandvillainy,autopilotdrone,escapecraft,12,0,0,0,,,,,,,,,,,2,2,2,2,1,,,,
Brendan Desjarlais,64,scumandvillainy,skullsquadronpilot,fangfighter,50,1,0,0,fearless,,,,,,,,,,3,4,0,3,4,,,,
Heath Carruthers,64,galacticempire,coloneljendon,lambdaclasst4ashuttle,72,4,0,0,advancedsensors,heavylasercannon,ministertua,electronicbaffle,,,,,,,1,6,4,3,3,,,,
Heath Carruthers,64,galacticempire,majorvermeil,tiereaper,62,4,0,0,predator,freelanceslicer,directorkrennic,stealthdevice,,,,,,,1,6,2,3,4,,,,
Heath Carruthers,64,galacticempire,soontirfel,tieininterceptor,60,2,1,1,outmaneuver,munitionsfailsafe,,,,,,,,,3,3,0,3,6,munitionsfailsafe,,,
Paul Johnson,64,rebelalliance,chopper,vcx100lightfreighter,80,3,0,0,dorsalturret,sawgerrera,ghost,,,,,,,,0,10,4,4,2,,,,
Paul Johnson,64,rebelalliance,zeborrelios-sheathipedeclassshuttle,sheathipedeclassshuttle,37,2,1,3,r3astromech,phantom,,,,,,,,,2,4,1,2,2,r3astromech,,,
Paul Johnson,64,rebelalliance,fennrau-sheathipedeclassshuttle,sheathipedeclassshuttle,50,0,0,0,,,,,,,,,,,2,4,1,2,6,,,,
Paul Johnson,64,rebelalliance,rebelscout,hwk290lightfreighter,30,0,0,0,,,,,,,,,,,2,3,2,2,2,,,,
Ben Harding,64,rebelalliance,janors,hwk290lightfreighter,47,1,0,0,proximitymines,,,,,,,,,,2,3,2,2,5,,,,
Ben Harding,64,rebelalliance,herasyndulla-vcx100lightfreighter,vcx100lightfreighter,81,1,0,0,sawgerrera,,,,,,,,,,0,10,4,4,5,,,,
Ben Harding,64,rebelalliance,chewbacca,modifiedyt1300lightfreighter,71,0,0,0,,,,,,,,,,,1,8,5,3,4,,,,
David Feith,64,rebelalliance,bladesquadronveteran,asf01bwing,70,4,0,0,passivesensors,ioncannon,protontorpedoes,afterburners,,,,,,,1,4,4,3,3,,,,
David Feith,64,rebelalliance,kullbeesperado,t65xwing,52,2,0,0,shieldupgrade,servomotorsfoils,,,,,,,,,2,4,3,3,4,,,,
David Feith,64,rebelalliance,zeborrelios-tielnfighter,tielnfighter,24,0,0,0,,,,,,,,,,,3,3,0,2,2,,,,
David Feith,64,rebelalliance,braylenstramm,asf01bwing,52,0,0,0,,,,,,,,,,,1,4,4,3,4,,,,
Sycho,64,firstorder,epsilonsquadroncadet,tiefofighter,25,0,0,0,,,,,,,,,,,3,3,1,2,1,,,,
Sycho,64,firstorder,recoil,tievnsilencer,73,2,0,0,plasmatorpedoes,protonrockets,,,,,,,,,3,4,2,3,4,,,,
Sycho,64,firstorder,omegasquadronexpert,tiesffighter,44,2,1,6,advancedoptics,trajectorysimulator,,,,,,,,,2,3,3,2,3,trajectorysimulator,,,
Sycho,64,firstorder,avenger,tievnsilencer,56,0,0,0,,,,,,,,,,,3,4,2,3,3,,,,
"Kyle ""fivepointOMG"" Kenyon",64,galacticrepublic,tucker,v19torrentstarfighter,34,1,0,0,clustermissiles,,,,,,,,,,2,5,0,2,2,,,,
"Kyle ""fivepointOMG"" Kenyon",64,galacticrepublic,axe,v19torrentstarfighter,44,2,0,0,outmaneuver,magpulsewarheads,,,,,,,,,2,5,0,2,3,,,,
"Kyle ""fivepointOMG"" Kenyon",64,galacticrepublic,anakinskywalker,delta7aethersprite,71,2,0,0,foresight,calibratedlasertargeting,,,,,,,,,3,3,1,2,6,,,,
"Kyle ""fivepointOMG"" Kenyon",64,galacticrepublic,oddball-btlbywing,btlbywing,49,1,0,0,r4p44,,,,,,,,,,1,5,3,2,5,,,,
Joel Killingsworth,128,galacticrepublic,dineeellberger,nabooroyaln1starfighter,55,4,0,0,crackshot,passivesensors,r5astromech,plasmatorpedoes,,,,,,,2,3,2,2,3,,,,
Joel Killingsworth,128,galacticrepublic,macewindu,delta7aethersprite,69,4,0,0,predictiveshot,r4pastromech,delta7b,synchronizedconsole,,,,,,,2,3,3,3,4,,,,
Joel Killingsworth,128,galacticrepublic,oddball,v19torrentstarfighter,41,1,0,0,juke,,,,,,,,,,2,5,0,2,5,,,,
Joel Killingsworth,128,galacticrepublic,swoop,v19torrentstarfighter,35,1,0,0,ionmissiles,,,,,,,,,,2,5,0,2,3,,,,
Seth Dunlap,128,galacticempire,puresabacc,tieskstriker,45,1,0,0,marksmanship,,,,,,,,,,2,4,0,3,4,,,,
Seth Dunlap,128,galacticempire,countdown,tieskstriker,50,1,0,0,connernets,,,,,,,,,,2,4,0,3,4,,,,
Seth Dunlap,128,galacticempire,majorvynder,alphaclassstarwing,60,4,0,0,passivesensors,protontorpedoes,advancedslam,os1arsenalloadout,,,,,,,2,4,3,2,4,,,,
Seth Dunlap,128,galacticempire,idenversio,tielnfighter,41,0,0,0,,,,,,,,,,,3,3,0,2,4,,,,
Marco de Scordilli,128,galacticrepublic,bluesquadronprotector,v19torrentstarfighter,40,3,0,0,predator,concussionmissiles,hullupgrade,,,,,,,,2,6,0,2,3,,,,
Marco de Scordilli,128,galacticrepublic,saeseetiin,delta7aethersprite,72,3,0,0,r5astromech,delta7b,hullupgrade,,,,,,,,2,4,3,3,4,,,,
Marco de Scordilli,128,galacticrepublic,broadside,btlbywing,53,4,0,0,debrisgambit,dorsalturret,iontorpedoes,r5astromech,,,,,,,1,5,3,2,3,,,,
Marco de Scordilli,128,galacticrepublic,axe,v19torrentstarfighter,32,0,0,0,,,,,,,,,,,2,5,0,2,3,,,,
Mats Jonsson,128,resistance,covanell,resistancetransport,50,3,0,0,advancedoptics,tacticalofficer,r4astromech,,,,,,,,1,5,3,2,4,,,,
Mats Jonsson,128,resistance,poedameron,t70xwing,86,5,0,0,daredevil,r2astromech,integratedsfoils,blackone,protonrockets,,,,,,2,4,3,3,6,,,,
Mats Jonsson,128,resistance,resistancesympathizer,scavengedyt1300,60,0,0,0,,,,,,,,,,,1,8,3,3,2,,,,
Scott Bellamy,128,rebelalliance,braylenstramm,asf01bwing,56,4,1,1,jammingbeam,stabilizedsfoils,delayedfuses,marksmanship,,,,,,,1,4,4,3,4,delayedfuses,,,
Scott Bellamy,128,rebelalliance,norrawexley,arc170starfighter,76,3,1,1,perceptivecopilot,munitionsfailsafe,squadleader,,,,,,,,1,6,3,3,5,munitionsfailsafe,,,
Scott Bellamy,128,rebelalliance,janors,hwk290lightfreighter,43,1,0,0,jynerso,,,,,,,,,,2,3,2,2,5,,,,
Scott Bellamy,128,rebelalliance,banditsquadronpilot,z95af4headhunter,22,0,0,0,,,,,,,,,,,2,2,2,2,1,,,,
Old Jester,128,scumandvillainy,talonbanecobra,kihraxzfighter,63,3,0,0,trickshot,feedbackarray,stealthdevice,,,,,,,,2,5,1,3,5,,,,
Old Jester,128,scumandvillainy,ndrusuhlak,z95af4headhunter,30,0,0,0,,,,,,,,,,,2,2,2,2,4,,,,
Old Jester,128,scumandvillainy,asajjventress,lancerclasspursuitcraft,77,2,0,0,foresight,shadowcaster,,,,,,,,,2,8,2,3,4,,,,
Old Jester,128,scumandvillainy,ahhav,modifiedtielnfighter,30,0,0,0,,,,,,,,,,,3,3,0,2,3,,,,
Adam Sitnick,128,rebelalliance,braylenstramm,asf01bwing,58,1,0,0,iontorpedoes,,,,,,,,,,1,4,4,3,4,,,,
Adam Sitnick,128,rebelalliance,alexsandrkallus,vcx100lightfreighter,77,1,0,0,magvayarro,,,,,,,,,,0,10,4,4,4,,,,
Adam Sitnick,128,rebelalliance,benthictwotubes,ut60duwing,62,3,0,0,perceptivecopilot,k2so,pivotwing,,,,,,,,2,5,3,3,2,,,,
Blair Gray,128,galacticrepublic,redsquadronbomber,btlbywing,53,4,0,0,ioncannonturret,plasmatorpedoes,hotshotgunner,electronicbaffle,,,,,,,1,5,3,2,2,,,,
Blair Gray,128,galacticrepublic,dineeellberger,nabooroyaln1starfighter,59,3,0,0,passivesensors,r4p44,protontorpedoes,,,,,,,,2,3,2,2,3,,,,
Blair Gray,128,galacticrepublic,jediknight,delta7aethersprite,37,0,0,0,,,,,,,,,,,3,3,1,2,3,,,,
Blair Gray,128,galacticrepublic,104thbattalionpilot,arc170starfighter,46,1,0,0,novicetechnician,,,,,,,,,,1,6,3,3,2,,,,
Dan Xuereb,128,galacticempire,imdaartestpilot,tiephphantom,53,2,2,10,firecontrolsystem,agilegunner,,,,,,,,,2,3,2,3,3,firecontrolsystem,agilegunner,,
Dan Xuereb,128,galacticempire,stormsquadronace,tieadvancedx1,51,2,0,0,homingmissiles,hullupgrade,,,,,,,,,3,4,2,2,3,,,,
Dan Xuereb,128,galacticempire,tempestsquadronpilot,tieadvancedx1,42,1,1,6,trajectorysimulator,,,,,,,,,,3,3,2,2,2,trajectorysimulator,,,
Dan Xuereb,128,galacticempire,duchess,tieskstriker,53,1,0,0,fifthbrother,,,,,,,,,,2,4,0,3,5,,,,
Luke Carrington,128,separatistalliance,dfs081,vultureclassdroidfighter,26,0,0,0,,,,,,,,,,,2,3,0,2,3,,,,
Luke Carrington,128,separatistalliance,generalgrievous,belbullab22starfighter,64,4,0,0,swarmtactics,k2b4,afterburners,soullessone,,,,,,,2,5,2,3,4,,,,
Luke Carrington,128,separatistalliance,066,sithinfiltrator,58,2,1,3,targetingcomputer,scimitar,,,,,,,,,1,6,4,3,3,targetingcomputer,,,
Luke Carrington,128,separatistalliance,petranakiarenaace,nantexclassstarfighter,52,1,0,0,ensnare,,,,,,,,,,3,4,0,3,4,,,,
Nate Handy,128,rebelalliance,mirandadoni,btls8kwing,55,2,0,0,iontorpedoes,leiaorgana,,,,,,,,,1,6,3,2,4,,,,
Nate Handy,128,rebelalliance,corranhorn,ewing,82,2,0,0,outmaneuver,r2d2,,,,,,,,,3,3,3,3,5,,,,
Nate Handy,128,rebelalliance,magvayarro,ut60duwing,63,4,0,0,predator,passivesensors,k2so,pivotwing,,,,,,,2,5,3,3,3,,,,
Martyn Chivers,128,galacticempire,grandinquisitor,tieadvancedv1,66,2,0,0,advancedsensors,ionmissiles,,,,,,,,,3,2,2,2,5,,,,
Martyn Chivers,128,galacticempire,captainferoph,tiereaper,52,1,0,0,agentkallus,,,,,,,,,,1,6,2,3,3,,,,
Martyn Chivers,128,galacticempire,stormsquadronace,tieadvancedx1,48,2,0,0,passivesensors,magpulsewarheads,,,,,,,,,3,3,2,2,3,,,,
Martyn Chivers,128,galacticempire,sienarspecialist,tieagaggressor,34,1,0,0,barragerockets,,,,,,,,,,2,4,1,2,2,,,,
Tyler Samplonius,128,galacticempire,turrphennir,tieininterceptor,45,1,0,0,targetingcomputer,,,,,,,,,,3,3,0,3,4,,,,
Tyler Samplonius,128,galacticempire,seventhsister,tieadvancedv1,48,2,0,0,instinctiveaim,ionmissiles,,,,,,,,,3,2,2,2,4,,,,
Tyler Samplonius,128,galacticempire,inquisitor,tieadvancedv1,35,0,0,0,,,,,,,,,,,3,2,2,2,3,,,,
Tyler Samplonius,128,galacticempire,seynmarana,tielnfighter,30,0,0,0,,,,,,,,,,,3,3,0,2,4,,,,
Tyler Samplonius,128,galacticempire,lieutenantkestal,tieagaggressor,39,1,0,0,barragerockets,,,,,,,,,,2,4,1,2,4,,,,
Mark Johnson,128,scumandvillainy,g4rgorvm,m3ainterceptor,28,0,0,0,,,,,,,,,,,3,3,1,2,0,,,,
Mark Johnson,128,scumandvillainy,ig88a,aggressorassaultfighter,72,3,0,0,jammingbeam,riggedcargochute,ig2000,,,,,,,,3,5,3,3,4,,,,
Mark Johnson,128,scumandvillainy,kaatoleeachos,z95af4headhunter,30,1,0,0,elusive,,,,,,,,,,2,2,2,2,3,,,,
Mark Johnson,128,scumandvillainy,ahhav,modifiedtielnfighter,30,0,0,0,,,,,,,,,,,3,3,0,2,3,,,,
Mark Johnson,128,scumandvillainy,dacebonearm,hwk290lightfreighter,36,1,0,0,ig88d,,,,,,,,,,2,3,2,2,4,,,,
Eric Dignard,128,firstorder,holo,tiebainterceptor,55,1,0,0,crackshot,,,,,,,,,,3,2,2,3,5,,,,
Eric Dignard,128,firstorder,longshot,tiefofighter,36,2,1,1,advancedoptics,delayedfuses,,,,,,,,,3,3,1,2,3,delayedfuses,,,
Eric Dignard,128,firstorder,zetasquadronsurvivor,tiesffighter,39,2,1,6,biohexacryptcodes,trajectorysimulator,,,,,,,,,2,3,3,2,2,trajectorysimulator,,,
Eric Dignard,128,firstorder,lieutenanttavson,upsilonclassshuttle,70,2,1,1,informant,munitionsfailsafe,,,,,,,,,1,6,6,4,3,munitionsfailsafe,,,
Wally_Shanks,128,scumandvillainy,dalanoberos,m12lkimogilafighter,55,3,0,0,fearless,advprotontorpedoes,munitionsfailsafe,,,,,,,,1,7,2,3,3,,,,
Wally_Shanks,128,scumandvillainy,miningguildsurveyor,modifiedtielnfighter,23,0,0,0,,,,,,,,,,,3,3,0,2,2,,,,
Wally_Shanks,128,scumandvillainy,teltrevura,jumpmaster5000,51,2,0,0,ioncannon,greedo,,,,,,,,,2,6,3,2,4,,,,
Wally_Shanks,128,scumandvillainy,gandfindsman,g1astarfighter,41,0,0,0,,,,,,,,,,,1,5,4,3,1,,,,
Wally_Shanks,128,scumandvillainy,kaatoleeachos,z95af4headhunter,28,1,0,0,marksmanship,,,,,,,,,,2,2,2,2,3,,,,
Luke Thompson,128,galacticempire,coloneljendon,lambdaclasst4ashuttle,72,4,1,2,firecontrolsystem,heavylasercannon,darthvader,hullupgrade,,,,,,,1,7,4,3,3,firecontrolsystem,,,
Luke Thompson,128,galacticempire,sienarspecialist,tieagaggressor,34,1,0,0,barragerockets,,,,,,,,,,2,4,1,2,2,,,,
Luke Thompson,128,galacticempire,seventhsister,tieadvancedv1,49,1,0,0,concussionmissiles,,,,,,,,,,3,2,2,2,4,,,,
Luke Thompson,128,galacticempire,gammasquadronace,tiesabomber,42,2,0,0,iontorpedoes,staticdischargevanes,,,,,,,,,2,6,0,2,3,,,,
GamblerTuba,128,rebelalliance,bladesquadronveteran,asf01bwing,51,5,0,0,firecontrolsystem,tractorbeam,jammingbeam,electronicbaffle,stabilizedsfoils,,,,,,1,4,4,3,3,,,,
GamblerTuba,128,rebelalliance,kananjarrus,vcx100lightfreighter,115,6,0,0,advancedsensors,dorsalturret,chewbacca,k2so,veteranturretgunner,ghost,,,,,0,10,4,4,3,,,,
GamblerTuba,128,rebelalliance,lieutenantblount,z95af4headhunter,33,1,0,0,swarmtactics,,,,,,,,,,2,2,2,2,4,,,,
Daniel lim,128,rebelalliance,jakefarrell,rz1awing,36,0,0,0,,,,,,,,,,,3,2,2,2,4,,,,
Daniel lim,128,rebelalliance,fennrau-sheathipedeclassshuttle,sheathipedeclassshuttle,50,0,0,0,,,,,,,,,,,2,4,1,2,6,,,,
Daniel lim,128,rebelalliance,herasyndulla-vcx100lightfreighter,vcx100lightfreighter,83,2,0,0,sawgerrera,tacticalscrambler,,,,,,,,,0,10,4,4,5,,,,
Daniel lim,128,rebelalliance,lieutenantblount,z95af4headhunter,30,0,0,0,,,,,,,,,,,2,2,2,2,4,,,,
William Krick,128,rebelalliance,hortonsalm,btla4ywing,64,5,0,0,crackshot,ioncannonturret,protontorpedoes,chopper,afterburners,,,,,,1,6,2,2,4,,,,
William Krick,128,rebelalliance,hansolo-modifiedyt1300lightfreighter,modifiedyt1300lightfreighter,94,3,1,3,swarmtactics,magpulsewarheads,targetingcomputer,,,,,,,,1,8,5,3,6,targetingcomputer,,,
William Krick,128,rebelalliance,rebelscout,hwk290lightfreighter,42,2,0,0,connernets,stealthdevice,,,,,,,,,2,3,2,2,2,,,,
Ray Wickham,128,galacticempire,maarekstele,tieadvancedx1,53,2,0,0,protonrockets,munitionsfailsafe,,,,,,,,,3,3,2,2,5,,,,
Ray Wickham,128,galacticempire,vizier,tiereaper,54,2,0,0,grandmofftarkin,targetingcomputer,,,,,,,,,1,6,2,3,2,,,,
Ray Wickham,128,galacticempire,vedfoslo,tieadvancedx1,54,1,0,0,advancedsensors,,,,,,,,,,3,3,2,2,4,,,,
Ray Wickham,128,galacticempire,stormsquadronace,tieadvancedx1,39,0,0,0,,,,,,,,,,,3,3,2,2,3,,,,
Tyler Tippett,128,galacticempire,tomaxbren,tiesabomber,42,2,0,0,crackshot,diamondboronmissiles,,,,,,,,,2,6,0,2,5,,,,
Tyler Tippett,128,galacticempire,blacksquadronscout,tieskstriker,39,2,0,0,bt1,seismiccharges,,,,,,,,,2,4,0,3,3,,,,
Tyler Tippett,128,galacticempire,captainferoph,tiereaper,70,2,0,0,darthvader,admiralsloane,,,,,,,,,1,6,2,3,3,,,,
Tyler Tippett,128,galacticempire,maarekstele,tieadvancedx1,49,2,0,0,marksmanship,passivesensors,,,,,,,,,3,3,2,2,5,,,,
Kristoff Sote,128,resistance,rosetico,resistancetransportpod,40,3,0,0,stealthdevice,experthandling,targetingsynchronizer,,,,,,,,2,3,1,2,3,,,,
Kristoff Sote,128,resistance,finn,resistancetransportpod,29,0,0,0,,,,,,,,,,,2,3,1,2,2,,,,
Kristoff Sote,128,resistance,bluesquadronrookie,t70xwing,48,3,0,0,integratedsfoils,advancedoptics,blackone,,,,,,,,2,4,3,3,1,,,,
Kristoff Sote,128,resistance,greersonnel,rz2awing,43,2,0,0,intimidation,advancedoptics,,,,,,,,,3,2,2,2,4,,,,
Kristoff Sote,128,resistance,greensquadronexpert,rz2awing,34,0,0,0,,,,,,,,,,,3,2,2,2,3,,,,
JBark,128,scumandvillainy,foremanproach,modifiedtielnfighter,32,0,0,0,,,,,,,,,,,3,3,0,2,4,,,,
JBark,128,scumandvillainy,zuckuss,g1astarfighter,59,2,0,0,maul,tacticalscrambler,,,,,,,,,1,5,4,3,3,,,,
JBark,128,scumandvillainy,ahhav,modifiedtielnfighter,30,0,0,0,,,,,,,,,,,3,3,0,2,3,,,,
JBark,128,scumandvillainy,blacksunsoldier,z95af4headhunter,24,0,0,0,,,,,,,,,,,2,2,2,2,3,,,,
JBark,128,scumandvillainy,landocalrissian,customizedyt1300lightfreighter,55,1,0,0,magpulsewarheads,,,,,,,,,,1,8,3,2,4,,,,
Andrew Cox,128,resistance,rey,scavengedyt1300,99,5,0,0,chewbacca-crew-swz19,korrsella,finn,ablativeplating,reysmillenniumfalcon,,,,,,1,8,3,3,5,,,,
Andrew Cox,128,resistance,poedameron,t70xwing,68,1,0,0,integratedsfoils,,,,,,,,,,2,4,3,3,6,,,,
Andrew Cox,128,resistance,jarekyeager,fireball,33,0,0,0,,,,,,,,,,,2,6,0,2,5,,,,
Travis Johannsen,128,galacticrepublic,kickback,v19torrentstarfighter,33,0,0,0,,,,,,,,,,,2,5,0,2,4,,,,
